Provider,total_claims,total_billed,avg_billed,max_billed,avg_claim_duration,avg_hospital_stay,avg_deductible,avg_patient_age,inpatient_claims,outpatient_claims,unique_patients,unique_physicians,patient_death_rate,FraudLabel,inpatient_ratio,claims_per_patient,billed_per_patient,PotentialFraud,FraudProbability
PRV51180,129,94240,730.5426356589147,41000,1.6124031007751938,0.023255813953488372,18.728682170542637,73.4186046511628,2,127,86,3,0.0,0,0.015503875968992248,1.5,1095.8139534883721,No,0.0307
PRV51181,10,2150,215.0,800,2.6,0.0,0.0,77.0,0,10,10,5,0.1,0,0.0,1.0,215.0,No,0.0045
PRV51183,113,355790,3148.5840707964603,38000,2.504424778761062,1.6902654867256637,378.6725663716814,72.73451327433628,41,72,105,8,0.008849557522123894,0,0.36283185840707965,1.0761904761904761,3388.4761904761904,No,0.1689
PRV51185,8,1590,198.75,500,0.0,0.0,0.0,72.5,0,8,8,5,0.0,0,0.0,1.0,198.75,No,0.0006
PRV51186,2,100,50.0,50,0.0,0.0,0.0,74.0,0,2,2,1,0.0,0,0.0,1.0,50.0,No,0.0011
PRV51189,56,8740,156.07142857142858,1600,0.6071428571428571,0.0,4.285714285714286,72.69642857142857,0,56,51,11,0.0,0,0.0,1.0980392156862746,171.37254901960785,No,0.0028
PRV51190,66,39310,595.6060606060606,15000,0.6060606060606061,0.16666666666666666,53.54545454545455,73.07575757575758,3,63,64,23,0.0,0,0.045454545454545456,1.03125,614.21875,No,0.0077
PRV51191,32,10990,343.4375,3000,3.15625,0.0,2.8125,70.65625,0,32,30,22,0.0,0,0.0,1.0666666666666667,366.3333333333333,No,0.0017
PRV51194,9,18540,2060.0,14000,0.6666666666666666,0.6666666666666666,237.33333333333334,71.77777777777777,2,7,9,5,0.0,0,0.2222222222222222,1.0,2060.0,No,0.0022
PRV51196,720,197060,273.69444444444446,4300,1.4027777777777777,0.0,2.4305555555555554,74.31527777777778,0,720,432,2,0.004166666666666667,0,0.0,1.6666666666666667,456.1574074074074,No,0.0749
PRV51198,6,360,60.0,100,0.0,0.0,5.0,78.83333333333333,0,6,3,2,0.0,0,0.0,2.0,120.0,No,0.0316
PRV51200,19,4420,232.6315789473684,1600,1.5789473684210527,0.0,0.0,70.21052631578948,0,19,16,4,0.0,0,0.0,1.1875,276.25,No,0.0015
PRV51201,45,10660,236.88888888888889,3300,0.9777777777777777,0.0,1.1111111111111112,73.08888888888889,0,45,41,3,0.0,0,0.0,1.0975609756097562,260.0,No,0.0017
PRV51202,12,5010,417.5,3100,3.6666666666666665,0.0,0.0,69.75,0,12,12,5,0.0,0,0.0,1.0,417.5,No,0.0008
PRV51203,21,15340,730.4761904761905,9010,1.2380952380952381,0.0,3.8095238095238093,66.04761904761905,0,21,20,5,0.0,0,0.0,1.05,767.0,No,0.008
PRV51204,499,155180,310.9819639278557,3300,1.6673346693386772,0.0,1.2024048096192386,72.44288577154309,0,499,398,3,0.01002004008016032,0,0.0,1.2537688442211055,389.8994974874372,No,0.0108
PRV51205,10,4660,466.0,3300,2.0,0.0,7.0,74.5,0,10,10,6,0.0,0,0.0,1.0,466.0,No,0.0014
PRV51206,10,1560,156.0,400,0.6,0.0,0.0,74.3,0,10,10,6,0.0,0,0.0,1.0,156.0,No,0.0006
PRV51207,3,51000,17000.0,38000,14.0,14.0,1068.0,69.0,3,0,3,2,0.0,0,1.0,1.0,17000.0,No,0.0622
PRV51209,42,9910,235.95238095238096,1700,0.8333333333333334,0.0,4.0476190476190474,73.30952380952381,0,42,38,2,0.0,0,0.0,1.105263157894737,260.7894736842105,No,0.0042
PRV51210,9,2890,321.1111111111111,1400,0.0,0.0,0.0,80.33333333333333,0,9,9,3,0.0,0,0.0,1.0,321.1111111111111,No,0.0019
PRV51211,2,100,50.0,100,0.0,0.0,0.0,70.0,0,2,2,2,0.0,0,0.0,1.0,50.0,No,0.0018
PRV51212,15,6260,417.3333333333333,3300,1.9333333333333333,0.0,4.666666666666667,71.33333333333333,0,15,15,2,0.0,0,0.0,1.0,417.3333333333333,No,0.0012
PRV51213,2,50,25.0,30,0.0,0.0,0.0,73.0,0,2,2,2,0.0,0,0.0,1.0,25.0,No,0.0011
PRV51214,8,3200,400.0,1600,0.75,0.0,0.0,69.625,0,8,8,3,0.0,0,0.0,1.0,400.0,No,0.0023
PRV51215,10,1610,161.0,500,0.7,0.0,0.0,80.4,0,10,10,1,0.0,0,0.0,1.0,161.0,No,0.0007
PRV51216,71,15560,219.1549295774648,3300,1.8309859154929577,0.0,8.028169014084508,73.01408450704226,0,71,66,2,0.014084507042253521,0,0.0,1.0757575757575757,235.75757575757575,No,0.0037
PRV51217,5,2930,586.0,2100,4.0,0.0,0.0,70.4,0,5,5,2,0.0,0,0.0,1.0,586.0,No,0.0011
PRV51218,7,520,74.28571428571429,200,0.0,0.0,0.0,62.42857142857143,0,7,7,1,0.0,0,0.0,1.0,74.28571428571429,No,0.0007
PRV51219,8,5330,666.25,3300,2.5,0.0,0.0,70.625,0,8,8,3,0.0,0,0.0,1.0,666.25,No,0.0013
PRV51221,1,70,70.0,70,0.0,0.0,0.0,79.0,0,1,1,1,0.0,0,0.0,1.0,70.0,No,0.0018
PRV51222,5,860,172.0,400,0.0,0.0,0.0,75.4,0,5,3,2,0.0,0,0.0,1.6666666666666667,286.6666666666667,No,0.005
PRV51224,7,3130,447.14285714285717,1400,0.0,0.0,0.0,75.85714285714286,0,7,7,1,0.0,0,0.0,1.0,447.14285714285717,No,0.0023
PRV51225,8,1190,148.75,500,0.0,0.0,0.0,73.625,0,8,8,2,0.0,0,0.0,1.0,148.75,No,0.0007
PRV51226,20,7430,371.5,2200,1.0,0.0,13.5,75.2,0,20,19,3,0.0,0,0.0,1.0526315789473684,391.05263157894734,No,0.0127
PRV51228,5,430,86.0,200,0.0,0.0,14.0,68.6,0,5,5,2,0.0,0,0.0,1.0,86.0,No,0.0026
PRV51229,47,12410,264.0425531914894,3000,1.2127659574468086,0.0,2.3404255319148937,72.61702127659575,0,47,44,2,0.0,0,0.0,1.0681818181818181,282.04545454545456,No,0.0016
PRV51230,30,12490,416.3333333333333,1800,1.0,0.0,0.0,69.93333333333334,0,30,30,2,0.0,0,0.0,1.0,416.3333333333333,No,0.0318
PRV51231,2,16000,8000.0,8000,9.5,9.5,1068.0,69.0,2,0,2,1,0.0,0,1.0,1.0,8000.0,No,0.0023
PRV51232,1,26000,26000.0,26000,9.0,9.0,1068.0,89.0,1,0,1,1,0.0,0,1.0,1.0,26000.0,No,0.0082
PRV51233,3,27000,9000.0,17000,4.333333333333333,4.333333333333333,1068.0,66.66666666666667,3,0,3,2,0.0,0,1.0,1.0,9000.0,No,0.0037
PRV51234,5,29000,5800.0,13000,8.2,8.2,1068.0,71.0,5,0,5,1,0.0,0,1.0,1.0,5800.0,No,0.0081
PRV51235,2,10000,5000.0,5000,2.5,2.5,1068.0,53.5,2,0,2,1,0.0,0,1.0,1.0,5000.0,No,0.0011
PRV51236,1,12000,12000.0,12000,1.0,1.0,1068.0,35.0,1,0,1,1,0.0,0,1.0,1.0,12000.0,No,0.002
PRV51237,1,19000,19000.0,19000,1.0,1.0,1068.0,90.0,1,0,1,1,0.0,0,1.0,1.0,19000.0,No,0.0055
PRV51238,8,132000,16500.0,33000,13.625,13.625,534.0,73.375,8,0,8,1,0.0,0,1.0,1.0,16500.0,No,0.0688
PRV51239,1,5000,5000.0,5000,3.0,3.0,1068.0,81.0,1,0,1,1,0.0,0,1.0,1.0,5000.0,No,0.0012
PRV51240,60,94020,1567.0,19000,2.95,1.0166666666666666,196.46666666666667,70.33333333333333,11,49,38,24,0.0,0,0.18333333333333332,1.5789473684210527,2474.2105263157896,No,0.0951
PRV51241,60,90210,1503.5,22000,1.8166666666666667,1.1333333333333333,162.86666666666667,73.13333333333334,10,50,47,24,0.0,0,0.16666666666666666,1.2765957446808511,1919.3617021276596,No,0.0325
PRV51242,111,117200,1055.855855855856,18000,1.5855855855855856,0.5495495495495496,100.0,72.32432432432432,11,100,87,43,0.009009009009009009,1,0.0990990990990991,1.2758620689655173,1347.1264367816093,Yes,0.1668
PRV51243,36,6330,175.83333333333334,2600,0.6666666666666666,0.0,7.5,77.75,0,36,15,5,0.08333333333333333,0,0.0,2.4,422.0,No,0.0061
PRV51244,1415,2153990,1522.2544169611308,57000,1.9201413427561838,0.8318021201413428,149.76537102473497,71.14204946996466,200,1215,659,17,0.005653710247349823,1,0.1413427561837456,2.1471927162367224,3268.5735963581183,Yes,0.9812
PRV51245,173,83630,483.4104046242775,9000,1.5260115606936415,0.06358381502890173,22.508670520231213,69.39306358381504,4,169,58,31,0.0,0,0.023121387283236993,2.9827586206896552,1441.896551724138,No,0.089
PRV51247,34,76240,2242.3529411764707,18000,2.264705882352941,1.1176470588235294,285.94117647058823,73.88235294117646,10,24,26,13,0.0,0,0.29411764705882354,1.3076923076923077,2932.3076923076924,No,0.0678
PRV51248,2,23500,11750.0,23000,3.0,3.0,534.0,83.0,1,1,2,2,0.0,0,0.5,1.0,11750.0,No,0.0047
PRV51249,126,521330,4137.539682539683,57000,3.5476190476190474,2.9523809523809526,408.5238095238095,72.98412698412699,51,75,101,36,0.0,1,0.40476190476190477,1.2475247524752475,5161.683168316832,Yes,0.8201
PRV51250,85,22560,265.4117647058824,2800,1.2352941176470589,0.0,3.2941176470588234,69.94117647058823,0,85,71,32,0.023529411764705882,0,0.0,1.1971830985915493,317.7464788732394,No,0.0055
PRV51251,11,3590,326.3636363636364,1500,3.8181818181818183,0.0,0.0,70.81818181818181,0,11,10,8,0.0,0,0.0,1.1,359.0,No,0.0008
PRV51252,87,154930,1780.8045977011495,27000,1.7586206896551724,0.8505747126436781,210.98850574712642,69.34482758620689,18,69,76,35,0.011494252873563218,0,0.20689655172413793,1.144736842105263,2038.5526315789473,No,0.0399
PRV51253,85,21740,255.76470588235293,3300,1.0235294117647058,0.0,3.5294117647058822,71.23529411764706,0,85,76,41,0.0,0,0.0,1.118421052631579,286.05263157894734,No,0.0019
PRV51255,74,40570,548.2432432432432,7000,2.2837837837837838,0.13513513513513514,29.675675675675677,72.44594594594595,2,72,62,21,0.0,0,0.02702702702702703,1.1935483870967742,654.3548387096774,No,0.0084
PRV51256,95,38550,405.7894736842105,14800,1.7473684210526317,0.0,0.0,71.30526315789474,0,95,80,38,0.010526315789473684,0,0.0,1.1875,481.875,No,0.0026
PRV51258,14,99660,7118.571428571428,28000,4.142857142857143,2.5714285714285716,624.5714285714286,75.57142857142857,8,6,12,6,0.0,0,0.5714285714285714,1.1666666666666667,8305.0,No,0.0368
PRV51259,21,151960,7236.190476190476,84000,2.142857142857143,1.1904761904761905,203.42857142857142,76.23809523809524,4,17,19,9,0.0,0,0.19047619047619047,1.105263157894737,7997.894736842105,No,0.058
PRV51260,62,92390,1490.1612903225807,43000,2.629032258064516,0.41935483870967744,51.67741935483871,68.01612903225806,3,59,55,24,0.0,0,0.04838709677419355,1.1272727272727272,1679.8181818181818,No,0.0544
PRV51261,142,270170,1902.605633802817,29000,2.6338028169014085,1.0211267605633803,190.98591549295776,71.72535211267606,26,116,123,48,0.007042253521126761,0,0.18309859154929578,1.1544715447154472,2196.5040650406504,No,0.2384
PRV51262,60,16270,271.1666666666667,2200,1.2666666666666666,0.0,0.6666666666666666,72.93333333333334,0,60,52,19,0.0,0,0.0,1.1538461538461537,312.88461538461536,No,0.0008
PRV51263,44,218170,4958.409090909091,57000,4.75,3.75,438.5,71.43181818181819,18,26,37,10,0.0,1,0.4090909090909091,1.1891891891891893,5896.486486486487,Yes,0.7401
PRV51264,39,5270,135.12820512820514,1100,0.6153846153846154,0.0,3.076923076923077,72.84615384615384,0,39,35,22,0.0,0,0.0,1.1142857142857143,150.57142857142858,No,0.0012
PRV51265,160,45770,286.0625,3300,1.58125,0.0,4.6875,68.3625,0,160,84,5,0.0125,0,0.0,1.9047619047619047,544.8809523809524,No,0.0107
PRV51266,92,102900,1118.4782608695652,33000,1.6630434782608696,0.75,106.1086956521739,73.72826086956522,10,82,82,47,0.0,0,0.10869565217391304,1.1219512195121952,1254.878048780488,No,0.0346
PRV51267,14,12870,919.2857142857143,6000,0.42857142857142855,0.42857142857142855,154.71428571428572,75.78571428571429,2,12,14,4,0.0,0,0.14285714285714285,1.0,919.2857142857143,No,0.0043
PRV51271,123,43180,351.0569105691057,13000,0.8130081300813008,0.06504065040650407,18.991869918699187,72.34146341463415,2,121,90,21,0.0,0,0.016260162601626018,1.3666666666666667,479.77777777777777,No,0.0144
PRV51272,79,50760,642.5316455696203,18000,2.0253164556962027,0.0759493670886076,34.88607594936709,72.82278481012658,2,77,31,3,0.0,0,0.02531645569620253,2.5483870967741935,1637.4193548387098,No,0.0788
PRV51273,553,131340,237.50452079566003,6600,1.2513562386980108,0.0,2.5316455696202533,72.24773960216999,0,553,387,132,0.0018083182640144665,0,0.0,1.4289405684754521,339.37984496124034,No,0.0385
PRV51274,58,175720,3029.655172413793,59000,1.4827586206896552,0.6206896551724138,185.17241379310346,74.5,10,48,48,31,0.017241379310344827,0,0.1724137931034483,1.2083333333333333,3660.8333333333335,No,0.1695
PRV51276,67,133980,1999.7014925373135,20000,1.7164179104477613,0.9104477611940298,227.9402985074627,67.7910447761194,14,53,60,42,0.0,0,0.208955223880597,1.1166666666666667,2233.0,No,0.0533
PRV51277,59,141190,2393.0508474576272,53000,1.8644067796610169,0.847457627118644,185.08474576271186,72.11864406779661,10,49,54,27,0.0,0,0.1694915254237288,1.0925925925925926,2614.6296296296296,No,0.1363
PRV51279,224,59840,267.14285714285717,3300,1.3883928571428572,0.0,3.3482142857142856,70.17857142857143,0,224,186,21,0.0,0,0.0,1.2043010752688172,321.7204301075269,No,0.0051
PRV51280,39,20250,519.2307692307693,5060,1.3333333333333333,0.0,0.0,75.38461538461539,0,39,34,13,0.07692307692307693,0,0.0,1.1470588235294117,595.5882352941177,No,0.0075
PRV51281,259,89470,345.44401544401546,5020,1.393822393822394,0.0,2.664092664092664,71.18532818532819,0,259,200,3,0.007722007722007722,0,0.0,1.295,447.35,No,0.0079
PRV51282,59,77330,1310.677966101695,24000,1.8135593220338984,0.4915254237288136,146.16949152542372,71.77966101694915,8,51,51,22,0.0,0,0.13559322033898305,1.1568627450980393,1516.2745098039215,No,0.018
PRV51284,377,279860,742.3342175066313,51000,1.7135278514588859,0.259946949602122,47.89920424403183,70.89920424403184,17,360,223,10,0.0,0,0.04509283819628647,1.6905829596412556,1254.9775784753363,No,0.2003
PRV51285,168,196120,1167.3809523809523,57000,1.3869047619047619,0.6547619047619048,98.39285714285714,72.95833333333333,15,153,109,33,0.005952380952380952,0,0.08928571428571429,1.5412844036697249,1799.2660550458716,No,0.2522
PRV51286,70,145170,2073.8571428571427,33000,1.8,1.1142857142857143,233.28571428571428,75.71428571428571,15,55,62,11,0.0,0,0.21428571428571427,1.1290322580645162,2341.451612903226,No,0.049
PRV51287,78,25700,329.4871794871795,3300,1.6282051282051282,0.0,1.2820512820512822,76.43589743589743,0,78,46,3,0.0,0,0.0,1.6956521739130435,558.695652173913,No,0.0026
PRV51288,8,37360,4670.0,29000,3.25,1.25,400.5,73.5,3,5,8,5,0.0,0,0.375,1.0,4670.0,No,0.0063
PRV51289,92,46300,503.2608695652174,3300,3.032608695652174,0.0,2.608695652173913,71.41304347826087,0,92,38,2,0.010869565217391304,0,0.0,2.4210526315789473,1218.421052631579,No,0.0234
PRV51290,113,14990,132.65486725663717,1300,0.9469026548672567,0.0,2.3008849557522124,73.73451327433628,0,113,81,15,0.008849557522123894,0,0.0,1.3950617283950617,185.06172839506172,No,0.01
PRV51292,22,3970,180.45454545454547,800,3.5454545454545454,0.0,0.0,67.95454545454545,0,22,16,7,0.045454545454545456,0,0.0,1.375,248.125,No,0.0076
PRV51293,88,21200,240.9090909090909,2600,1.4090909090909092,0.0,0.22727272727272727,70.51136363636364,0,88,64,8,0.0,0,0.0,1.375,331.25,No,0.0032
PRV51295,7,1950,278.57142857142856,1200,2.857142857142857,0.0,0.0,64.71428571428571,0,7,6,4,0.0,0,0.0,1.1666666666666667,325.0,No,0.0011
PRV51296,30,38630,1287.6666666666667,17000,2.5,1.1666666666666667,109.46666666666667,74.76666666666667,3,27,27,7,0.03333333333333333,0,0.1,1.1111111111111112,1430.7407407407406,No,0.0247
PRV51297,70,77090,1101.2857142857142,18000,1.1142857142857143,0.18571428571428572,77.28571428571429,72.38571428571429,5,65,46,11,0.014285714285714285,0,0.07142857142857142,1.5217391304347827,1675.8695652173913,No,0.0279
PRV51298,100,31120,311.2,4060,1.16,0.0,5.5,71.34,0,100,53,2,0.03,0,0.0,1.8867924528301887,587.1698113207547,No,0.0076
PRV51299,37,6230,168.3783783783784,1600,2.189189189189189,0.0,0.8108108108108109,66.75675675675676,0,37,27,12,0.0,0,0.0,1.3703703703703705,230.74074074074073,No,0.0025
PRV51300,52,107540,2068.076923076923,30000,2.2115384615384617,0.4807692307692308,146.84615384615384,70.63461538461539,7,45,32,3,0.0,0,0.1346153846153846,1.625,3360.625,No,0.1287
PRV51301,112,136910,1222.4107142857142,53000,1.25,0.5178571428571429,59.982142857142854,69.72321428571429,6,106,63,8,0.0,0,0.05357142857142857,1.7777777777777777,2173.1746031746034,No,0.0768
PRV51302,43,80710,1876.9767441860465,25000,0.9534883720930233,0.9069767441860465,250.0,67.93023255813954,10,33,34,9,0.06976744186046512,0,0.23255813953488372,1.2647058823529411,2373.823529411765,No,0.0415
PRV51303,93,36110,388.2795698924731,3000,1.3118279569892473,0.0,5.483870967741935,72.48387096774194,0,93,49,5,0.021505376344086023,0,0.0,1.8979591836734695,736.9387755102041,No,0.0055
PRV51304,51,39350,771.5686274509804,25000,0.7450980392156863,0.1568627450980392,45.21568627450981,73.50980392156863,2,49,39,13,0.0196078431372549,0,0.0392156862745098,1.3076923076923077,1008.974358974359,No,0.0106
PRV51305,49,113400,2314.285714285714,35000,3.0408163265306123,1.4081632653061225,239.75510204081633,72.24489795918367,11,38,29,2,0.02040816326530612,0,0.22448979591836735,1.6896551724137931,3910.344827586207,No,0.0909
PRV51306,17,3700,217.64705882352942,1300,3.411764705882353,0.0,5.882352941176471,73.70588235294117,0,17,13,2,0.0,0,0.0,1.3076923076923077,284.61538461538464,No,0.0049
PRV51307,37,6940,187.56756756756758,2400,1.6216216216216217,0.0,2.1621621621621623,74.45945945945945,0,37,21,6,0.05405405405405406,0,0.0,1.7619047619047619,330.4761904761905,No,0.007
PRV51308,35,13790,394.0,2300,1.5714285714285714,0.0,3.7142857142857144,68.45714285714286,0,35,31,4,0.08571428571428572,0,0.0,1.1290322580645162,444.83870967741933,No,0.0045
PRV51309,18,3790,210.55555555555554,1000,0.05555555555555555,0.0,0.0,74.0,0,18,17,5,0.0,0,0.0,1.0588235294117647,222.94117647058823,No,0.002
PRV51311,21,16010,762.3809523809524,6000,3.3333333333333335,0.5714285714285714,152.57142857142858,73.04761904761905,3,18,18,9,0.047619047619047616,0,0.14285714285714285,1.1666666666666667,889.4444444444445,No,0.0059
PRV51312,46,28790,625.8695652173913,7000,2.1739130434782608,0.3695652173913043,92.8695652173913,71.73913043478261,4,42,29,13,0.06521739130434782,0,0.08695652173913043,1.5862068965517242,992.7586206896551,No,0.0288
PRV51313,19,4970,261.57894736842104,1400,0.10526315789473684,0.0,4.7368421052631575,66.26315789473684,0,19,16,6,0.0,0,0.0,1.1875,310.625,No,0.0038
PRV51314,30,6460,215.33333333333334,1100,0.8666666666666667,0.0,0.0,70.83333333333333,0,30,20,1,0.0,0,0.0,1.5,323.0,No,0.009
PRV51315,47,7210,153.40425531914894,2600,1.297872340425532,0.0,7.23404255319149,71.08510638297872,0,47,22,3,0.0851063829787234,0,0.0,2.1363636363636362,327.72727272727275,No,0.0125
PRV51316,3,21000,7000.0,12000,9.333333333333334,9.333333333333334,1068.0,78.66666666666667,3,0,3,1,0.0,0,1.0,1.0,7000.0,No,0.002
PRV51318,3,13000,4333.333333333333,6000,3.6666666666666665,3.6666666666666665,1068.0,78.66666666666667,3,0,3,1,0.0,0,1.0,1.0,4333.333333333333,No,0.0013
PRV51322,12,850,70.83333333333333,200,0.08333333333333333,0.0,0.0,69.41666666666667,0,12,11,1,0.0,0,0.0,1.0909090909090908,77.27272727272727,No,0.001
PRV51323,76,20860,274.4736842105263,7500,0.8947368421052632,0.0,4.2105263157894735,69.5,0,76,32,2,0.0,0,0.0,2.375,651.875,No,0.006
PRV51324,28,9330,333.2142857142857,3300,0.9285714285714286,0.0,0.0,70.14285714285714,0,28,25,2,0.0,0,0.0,1.12,373.2,No,0.0032
PRV51325,15,15140,1009.3333333333334,3300,4.466666666666667,0.0,0.0,69.13333333333334,0,15,5,1,0.0,0,0.0,3.0,3028.0,No,0.0042
PRV51326,44,14000,318.1818181818182,3300,2.4545454545454546,0.0,2.0454545454545454,68.77272727272727,0,44,22,2,0.0,0,0.0,2.0,636.3636363636364,No,0.0022
PRV51327,41,8990,219.26829268292684,3100,0.5609756097560976,0.0,3.658536585365854,74.8048780487805,0,41,27,1,0.0,0,0.0,1.5185185185185186,332.962962962963,No,0.01
PRV51328,7,550,78.57142857142857,200,0.14285714285714285,0.0,0.0,69.57142857142857,0,7,5,2,0.0,0,0.0,1.4,110.0,No,0.0034
PRV51329,74,19360,261.6216216216216,3000,1.5945945945945945,0.0,3.2432432432432434,67.04054054054055,0,74,28,3,0.06756756756756757,0,0.0,2.642857142857143,691.4285714285714,No,0.0039
PRV51330,19,3810,200.52631578947367,500,1.4210526315789473,0.0,1.0526315789473684,76.84210526315789,0,19,9,1,0.0,0,0.0,2.111111111111111,423.3333333333333,No,0.0026
PRV51331,5,320,64.0,100,0.0,0.0,8.0,72.0,0,5,4,1,0.0,0,0.0,1.25,80.0,No,0.0047
PRV51334,2,15000,7500.0,10000,4.5,4.5,1068.0,56.5,2,0,2,1,0.0,0,1.0,1.0,7500.0,No,0.0015
PRV51335,142,46080,324.50704225352115,3300,1.9295774647887325,0.0,2.816901408450704,76.85211267605634,0,142,92,17,0.007042253521126761,0,0.0,1.5434782608695652,500.8695652173913,No,0.0074
PRV51336,69,129450,1876.0869565217392,28000,2.550724637681159,0.855072463768116,155.07246376811594,71.28985507246377,10,59,69,39,0.028985507246376812,0,0.14492753623188406,1.0,1876.0869565217392,No,0.0493
PRV51337,168,379100,2256.5476190476193,49000,2.1964285714285716,1.2083333333333333,249.71428571428572,73.00595238095238,40,128,155,72,0.023809523809523808,1,0.23809523809523808,1.0838709677419356,2445.8064516129034,Yes,0.6591
PRV51338,128,113860,889.53125,18000,1.6875,0.296875,61.921875,74.984375,7,121,124,83,0.0078125,1,0.0546875,1.032258064516129,918.2258064516129,Yes,0.2057
PRV51340,151,43210,286.158940397351,3010,1.7417218543046358,0.0,0.06622516556291391,75.04635761589404,0,151,141,80,0.0,0,0.0,1.070921985815603,306.45390070921985,No,0.0026
PRV51341,71,14530,204.64788732394365,2800,2.408450704225352,0.0,0.9859154929577465,73.5774647887324,0,71,70,53,0.028169014084507043,0,0.0,1.0142857142857142,207.57142857142858,No,0.0046
PRV51342,207,356780,1723.574879227053,57000,1.9758454106280192,0.8357487922705314,141.8647342995169,74.14492753623189,28,179,179,31,0.024154589371980676,0,0.13526570048309178,1.1564245810055866,1993.1843575418995,No,0.6249
PRV51344,33,26250,795.4545454545455,10000,2.1818181818181817,0.36363636363636365,64.72727272727273,73.42424242424242,2,31,33,18,0.0,0,0.06060606060606061,1.0,795.4545454545455,No,0.0052
PRV51345,49,15120,308.57142857142856,3200,2.4285714285714284,0.0,4.489795918367347,71.61224489795919,0,49,47,12,0.0,0,0.0,1.0425531914893618,321.70212765957444,No,0.0025
PRV51346,266,104490,392.81954887218046,15000,1.3082706766917294,0.07894736842105263,21.8796992481203,73.26315789473684,5,261,246,96,0.011278195488721804,0,0.018796992481203006,1.08130081300813,424.7560975609756,No,0.0134
PRV51347,2067,596900,288.7760038703435,13800,1.2520561199806484,0.0,2.4625060474117078,72.94823415578132,0,2067,947,5,0.012094823415578132,1,0.0,2.1826821541710664,630.3062302006335,Yes,0.9745
PRV51348,55,152330,2769.6363636363635,28000,4.218181818181818,1.5636363636363637,371.6727272727273,74.36363636363636,19,36,54,42,0.0,0,0.34545454545454546,1.0185185185185186,2820.925925925926,No,0.105
PRV51349,30,40480,1349.3333333333333,14000,3.1,2.033333333333333,180.33333333333334,75.86666666666666,5,25,28,23,0.0,0,0.16666666666666666,1.0714285714285714,1445.7142857142858,No,0.0471
PRV51350,239,213380,892.8033472803347,13000,1.493723849372385,0.39330543933054396,97.14644351464435,74.91213389121339,21,218,232,128,0.0041841004184100415,0,0.08786610878661087,1.0301724137931034,919.7413793103449,No,0.0574
